A,B
./datasets/original/C2_TrainDev/trainA/04740.png,./datasets/original/C2_TrainDev/trainB/04740.png
./datasets/original/C2_TrainDev/trainA/23861.png,./datasets/original/C2_TrainDev/trainB/23861.png
./datasets/original/C2_TrainDev/trainA/27207.png,./datasets/original/C2_TrainDev/trainB/27207.png
./datasets/original/C2_TrainDev/trainA/46905.png,./datasets/original/C2_TrainDev/trainB/46905.png
./datasets/original/C2_TrainDev/trainA/18898.png,./datasets/original/C2_TrainDev/trainB/18898.png
./datasets/original/C2_TrainDev/trainA/28072.png,./datasets/original/C2_TrainDev/trainB/28072.png
./datasets/original/C2_TrainDev/trainA/35901.png,./datasets/original/C2_TrainDev/trainB/35901.png
./datasets/original/C2_TrainDev/trainA/39761.png,./datasets/original/C2_TrainDev/trainB/39761.png
./datasets/original/C2_TrainDev/trainA/49908.png,./datasets/original/C2_TrainDev/trainB/49908.png
./datasets/original/C2_TrainDev/trainA/25935.png,./datasets/original/C2_TrainDev/trainB/25935.png
./datasets/original/C2_TrainDev/trainA/31386.png,./datasets/original/C2_TrainDev/trainB/31386.png
./datasets/original/C2_TrainDev/trainA/17511.png,./datasets/original/C2_TrainDev/trainB/17511.png
./datasets/original/C2_TrainDev/trainA/33606.png,./datasets/original/C2_TrainDev/trainB/33606.png
./datasets/original/C2_TrainDev/trainA/15944.png,./datasets/original/C2_TrainDev/trainB/15944.png
./datasets/original/C2_TrainDev/trainA/28449.png,./datasets/original/C2_TrainDev/trainB/28449.png
./datasets/original/C2_TrainDev/trainA/05454.png,./datasets/original/C2_TrainDev/trainB/05454.png
./datasets/original/C2_TrainDev/trainA/10065.png,./datasets/original/C2_TrainDev/trainB/10065.png
./datasets/original/C2_TrainDev/trainA/36363.png,./datasets/original/C2_TrainDev/trainB/36363.png
./datasets/original/C2_TrainDev/trainA/11112.png,./datasets/original/C2_TrainDev/trainB/11112.png
./datasets/original/C2_TrainDev/trainA/47194.png,./datasets/original/C2_TrainDev/trainB/47194.png
./datasets/original/C2_TrainDev/trainA/25702.png,./datasets/original/C2_TrainDev/trainB/25702.png
./datasets/original/C2_TrainDev/trainA/39172.png,./datasets/original/C2_TrainDev/trainB/39172.png
./datasets/original/C2_TrainDev/trainA/12656.png,./datasets/original/C2_TrainDev/trainB/12656.png
./datasets/original/C2_TrainDev/trainA/43153.png,./datasets/original/C2_TrainDev/trainB/43153.png
./datasets/original/C2_TrainDev/trainA/00473.png,./datasets/original/C2_TrainDev/trainB/00473.png
./datasets/original/C2_TrainDev/trainA/31653.png,./datasets/original/C2_TrainDev/trainB/31653.png
./datasets/original/C2_TrainDev/trainA/01867.png,./datasets/original/C2_TrainDev/trainB/01867.png
./datasets/original/C2_TrainDev/trainA/38985.png,./datasets/original/C2_TrainDev/trainB/38985.png
./datasets/original/C2_TrainDev/trainA/09210.png,./datasets/original/C2_TrainDev/trainB/09210.png
./datasets/original/C2_TrainDev/trainA/39192.png,./datasets/original/C2_TrainDev/trainB/39192.png
./datasets/original/C2_TrainDev/trainA/30328.png,./datasets/original/C2_TrainDev/trainB/30328.png
./datasets/original/C2_TrainDev/trainA/14026.png,./datasets/original/C2_TrainDev/trainB/14026.png
./datasets/original/C2_TrainDev/trainA/41115.png,./datasets/original/C2_TrainDev/trainB/41115.png
./datasets/original/C2_TrainDev/trainA/11800.png,./datasets/original/C2_TrainDev/trainB/11800.png
./datasets/original/C2_TrainDev/trainA/47125.png,./datasets/original/C2_TrainDev/trainB/47125.png
./datasets/original/C2_TrainDev/trainA/12275.png,./datasets/original/C2_TrainDev/trainB/12275.png
./datasets/original/C2_TrainDev/trainA/08372.png,./datasets/original/C2_TrainDev/trainB/08372.png
./datasets/original/C2_TrainDev/trainA/16052.png,./datasets/original/C2_TrainDev/trainB/16052.png
./datasets/original/C2_TrainDev/trainA/05354.png,./datasets/original/C2_TrainDev/trainB/05354.png
./datasets/original/C2_TrainDev/trainA/44589.png,./datasets/original/C2_TrainDev/trainB/44589.png
./datasets/original/C2_TrainDev/trainA/11869.png,./datasets/original/C2_TrainDev/trainB/11869.png
./datasets/original/C2_TrainDev/trainA/18468.png,./datasets/original/C2_TrainDev/trainB/18468.png
./datasets/original/C2_TrainDev/trainA/00276.png,./datasets/original/C2_TrainDev/trainB/00276.png
./datasets/original/C2_TrainDev/trainA/27746.png,./datasets/original/C2_TrainDev/trainB/27746.png
./datasets/original/C2_TrainDev/trainA/02721.png,./datasets/original/C2_TrainDev/trainB/02721.png
./datasets/original/C2_TrainDev/trainA/17022.png,./datasets/original/C2_TrainDev/trainB/17022.png
./datasets/original/C2_TrainDev/trainA/01671.png,./datasets/original/C2_TrainDev/trainB/01671.png
./datasets/original/C2_TrainDev/trainA/06259.png,./datasets/original/C2_TrainDev/trainB/06259.png
./datasets/original/C2_TrainDev/trainA/45879.png,./datasets/original/C2_TrainDev/trainB/45879.png
./datasets/original/C2_TrainDev/trainA/00673.png,./datasets/original/C2_TrainDev/trainB/00673.png
./datasets/original/C2_TrainDev/trainA/24986.png,./datasets/original/C2_TrainDev/trainB/24986.png
./datasets/original/C2_TrainDev/trainA/21354.png,./datasets/original/C2_TrainDev/trainB/21354.png
./datasets/original/C2_TrainDev/trainA/21473.png,./datasets/original/C2_TrainDev/trainB/21473.png
./datasets/original/C2_TrainDev/trainA/39207.png,./datasets/original/C2_TrainDev/trainB/39207.png
./datasets/original/C2_TrainDev/trainA/04291.png,./datasets/original/C2_TrainDev/trainB/04291.png
./datasets/original/C2_TrainDev/trainA/30688.png,./datasets/original/C2_TrainDev/trainB/30688.png
./datasets/original/C2_TrainDev/trainA/08543.png,./datasets/original/C2_TrainDev/trainB/08543.png
./datasets/original/C2_TrainDev/trainA/01208.png,./datasets/original/C2_TrainDev/trainB/01208.png
./datasets/original/C2_TrainDev/trainA/12087.png,./datasets/original/C2_TrainDev/trainB/12087.png
./datasets/original/C2_TrainDev/trainA/38457.png,./datasets/original/C2_TrainDev/trainB/38457.png
./datasets/original/C2_TrainDev/trainA/15656.png,./datasets/original/C2_TrainDev/trainB/15656.png
./datasets/original/C2_TrainDev/trainA/05867.png,./datasets/original/C2_TrainDev/trainB/05867.png
./datasets/original/C2_TrainDev/trainA/43436.png,./datasets/original/C2_TrainDev/trainB/43436.png
./datasets/original/C2_TrainDev/trainA/47840.png,./datasets/original/C2_TrainDev/trainB/47840.png
./datasets/original/C2_TrainDev/trainA/26527.png,./datasets/original/C2_TrainDev/trainB/26527.png
./datasets/original/C2_TrainDev/trainA/49475.png,./datasets/original/C2_TrainDev/trainB/49475.png
./datasets/original/C2_TrainDev/trainA/28346.png,./datasets/original/C2_TrainDev/trainB/28346.png
./datasets/original/C2_TrainDev/trainA/42552.png,./datasets/original/C2_TrainDev/trainB/42552.png
./datasets/original/C2_TrainDev/trainA/29276.png,./datasets/original/C2_TrainDev/trainB/29276.png
./datasets/original/C2_TrainDev/trainA/04506.png,./datasets/original/C2_TrainDev/trainB/04506.png
./datasets/original/C2_TrainDev/trainA/41825.png,./datasets/original/C2_TrainDev/trainB/41825.png
./datasets/original/C2_TrainDev/trainA/09416.png,./datasets/original/C2_TrainDev/trainB/09416.png
./datasets/original/C2_TrainDev/trainA/05806.png,./datasets/original/C2_TrainDev/trainB/05806.png
./datasets/original/C2_TrainDev/trainA/05077.png,./datasets/original/C2_TrainDev/trainB/05077.png
./datasets/original/C2_TrainDev/trainA/39722.png,./datasets/original/C2_TrainDev/trainB/39722.png
./datasets/original/C2_TrainDev/trainA/13550.png,./datasets/original/C2_TrainDev/trainB/13550.png
./datasets/original/C2_TrainDev/trainA/26974.png,./datasets/original/C2_TrainDev/trainB/26974.png
./datasets/original/C2_TrainDev/trainA/43308.png,./datasets/original/C2_TrainDev/trainB/43308.png
./datasets/original/C2_TrainDev/trainA/47697.png,./datasets/original/C2_TrainDev/trainB/47697.png
./datasets/original/C2_TrainDev/trainA/34333.png,./datasets/original/C2_TrainDev/trainB/34333.png
./datasets/original/C2_TrainDev/trainA/00316.png,./datasets/original/C2_TrainDev/trainB/00316.png
./datasets/original/C2_TrainDev/trainA/01248.png,./datasets/original/C2_TrainDev/trainB/01248.png
./datasets/original/C2_TrainDev/trainA/45976.png,./datasets/original/C2_TrainDev/trainB/45976.png
./datasets/original/C2_TrainDev/trainA/17795.png,./datasets/original/C2_TrainDev/trainB/17795.png
./datasets/original/C2_TrainDev/trainA/48843.png,./datasets/original/C2_TrainDev/trainB/48843.png
./datasets/original/C2_TrainDev/trainA/13560.png,./datasets/original/C2_TrainDev/trainB/13560.png
./datasets/original/C2_TrainDev/trainA/19127.png,./datasets/original/C2_TrainDev/trainB/19127.png
./datasets/original/C2_TrainDev/trainA/11882.png,./datasets/original/C2_TrainDev/trainB/11882.png
./datasets/original/C2_TrainDev/trainA/44052.png,./datasets/original/C2_TrainDev/trainB/44052.png
./datasets/original/C2_TrainDev/trainA/29166.png,./datasets/original/C2_TrainDev/trainB/29166.png
./datasets/original/C2_TrainDev/trainA/30687.png,./datasets/original/C2_TrainDev/trainB/30687.png
./datasets/original/C2_TrainDev/trainA/37710.png,./datasets/original/C2_TrainDev/trainB/37710.png
./datasets/original/C2_TrainDev/trainA/44818.png,./datasets/original/C2_TrainDev/trainB/44818.png
./datasets/original/C2_TrainDev/trainA/38877.png,./datasets/original/C2_TrainDev/trainB/38877.png
./datasets/original/C2_TrainDev/trainA/03596.png,./datasets/original/C2_TrainDev/trainB/03596.png
./datasets/original/C2_TrainDev/trainA/39924.png,./datasets/original/C2_TrainDev/trainB/39924.png
./datasets/original/C2_TrainDev/trainA/20155.png,./datasets/original/C2_TrainDev/trainB/20155.png
./datasets/original/C2_TrainDev/trainA/11458.png,./datasets/original/C2_TrainDev/trainB/11458.png
./datasets/original/C2_TrainDev/trainA/46897.png,./datasets/original/C2_TrainDev/trainB/46897.png
./datasets/original/C2_TrainDev/trainA/04571.png,./datasets/original/C2_TrainDev/trainB/04571.png
./datasets/original/C2_TrainDev/trainA/04584.png,./datasets/original/C2_TrainDev/trainB/04584.png
./datasets/original/C2_TrainDev/trainA/21692.png,./datasets/original/C2_TrainDev/trainB/21692.png
./datasets/original/C2_TrainDev/trainA/45908.png,./datasets/original/C2_TrainDev/trainB/45908.png
./datasets/original/C2_TrainDev/trainA/49268.png,./datasets/original/C2_TrainDev/trainB/49268.png
./datasets/original/C2_TrainDev/trainA/04020.png,./datasets/original/C2_TrainDev/trainB/04020.png
./datasets/original/C2_TrainDev/trainA/01219.png,./datasets/original/C2_TrainDev/trainB/01219.png
./datasets/original/C2_TrainDev/trainA/48124.png,./datasets/original/C2_TrainDev/trainB/48124.png
./datasets/original/C2_TrainDev/trainA/28857.png,./datasets/original/C2_TrainDev/trainB/28857.png
./datasets/original/C2_TrainDev/trainA/41995.png,./datasets/original/C2_TrainDev/trainB/41995.png
./datasets/original/C2_TrainDev/trainA/48062.png,./datasets/original/C2_TrainDev/trainB/48062.png
./datasets/original/C2_TrainDev/trainA/31763.png,./datasets/original/C2_TrainDev/trainB/31763.png
./datasets/original/C2_TrainDev/trainA/30013.png,./datasets/original/C2_TrainDev/trainB/30013.png
./datasets/original/C2_TrainDev/trainA/12177.png,./datasets/original/C2_TrainDev/trainB/12177.png
./datasets/original/C2_TrainDev/trainA/38431.png,./datasets/original/C2_TrainDev/trainB/38431.png
./datasets/original/C2_TrainDev/trainA/11089.png,./datasets/original/C2_TrainDev/trainB/11089.png
./datasets/original/C2_TrainDev/trainA/45930.png,./datasets/original/C2_TrainDev/trainB/45930.png
./datasets/original/C2_TrainDev/trainA/35953.png,./datasets/original/C2_TrainDev/trainB/35953.png
./datasets/original/C2_TrainDev/trainA/45326.png,./datasets/original/C2_TrainDev/trainB/45326.png
./datasets/original/C2_TrainDev/trainA/18668.png,./datasets/original/C2_TrainDev/trainB/18668.png
./datasets/original/C2_TrainDev/trainA/18860.png,./datasets/original/C2_TrainDev/trainB/18860.png
./datasets/original/C2_TrainDev/trainA/38976.png,./datasets/original/C2_TrainDev/trainB/38976.png
./datasets/original/C2_TrainDev/trainA/30029.png,./datasets/original/C2_TrainDev/trainB/30029.png
./datasets/original/C2_TrainDev/trainA/04541.png,./datasets/original/C2_TrainDev/trainB/04541.png
./datasets/original/C2_TrainDev/trainA/48716.png,./datasets/original/C2_TrainDev/trainB/48716.png
./datasets/original/C2_TrainDev/trainA/39650.png,./datasets/original/C2_TrainDev/trainB/39650.png
./datasets/original/C2_TrainDev/trainA/08973.png,./datasets/original/C2_TrainDev/trainB/08973.png
./datasets/original/C2_TrainDev/trainA/40852.png,./datasets/original/C2_TrainDev/trainB/40852.png
./datasets/original/C2_TrainDev/trainA/49926.png,./datasets/original/C2_TrainDev/trainB/49926.png
./datasets/original/C2_TrainDev/trainA/27301.png,./datasets/original/C2_TrainDev/trainB/27301.png
./datasets/original/C2_TrainDev/trainA/16593.png,./datasets/original/C2_TrainDev/trainB/16593.png
./datasets/original/C2_TrainDev/trainA/28774.png,./datasets/original/C2_TrainDev/trainB/28774.png
./datasets/original/C2_TrainDev/trainA/29541.png,./datasets/original/C2_TrainDev/trainB/29541.png
./datasets/original/C2_TrainDev/trainA/37709.png,./datasets/original/C2_TrainDev/trainB/37709.png
./datasets/original/C2_TrainDev/trainA/46297.png,./datasets/original/C2_TrainDev/trainB/46297.png
./datasets/original/C2_TrainDev/trainA/06691.png,./datasets/original/C2_TrainDev/trainB/06691.png
./datasets/original/C2_TrainDev/trainA/09796.png,./datasets/original/C2_TrainDev/trainB/09796.png
./datasets/original/C2_TrainDev/trainA/23913.png,./datasets/original/C2_TrainDev/trainB/23913.png
./datasets/original/C2_TrainDev/trainA/23134.png,./datasets/original/C2_TrainDev/trainB/23134.png
./datasets/original/C2_TrainDev/trainA/43922.png,./datasets/original/C2_TrainDev/trainB/43922.png
./datasets/original/C2_TrainDev/trainA/05409.png,./datasets/original/C2_TrainDev/trainB/05409.png
./datasets/original/C2_TrainDev/trainA/07421.png,./datasets/original/C2_TrainDev/trainB/07421.png
./datasets/original/C2_TrainDev/trainA/13363.png,./datasets/original/C2_TrainDev/trainB/13363.png
./datasets/original/C2_TrainDev/trainA/39744.png,./datasets/original/C2_TrainDev/trainB/39744.png
./datasets/original/C2_TrainDev/trainA/47961.png,./datasets/original/C2_TrainDev/trainB/47961.png
./datasets/original/C2_TrainDev/trainA/04180.png,./datasets/original/C2_TrainDev/trainB/04180.png
./datasets/original/C2_TrainDev/trainA/44506.png,./datasets/original/C2_TrainDev/trainB/44506.png
./datasets/original/C2_TrainDev/trainA/09600.png,./datasets/original/C2_TrainDev/trainB/09600.png
./datasets/original/C2_TrainDev/trainA/24067.png,./datasets/original/C2_TrainDev/trainB/24067.png
./datasets/original/C2_TrainDev/trainA/43455.png,./datasets/original/C2_TrainDev/trainB/43455.png
./datasets/original/C2_TrainDev/trainA/30051.png,./datasets/original/C2_TrainDev/trainB/30051.png
./datasets/original/C2_TrainDev/trainA/00795.png,./datasets/original/C2_TrainDev/trainB/00795.png
./datasets/original/C2_TrainDev/trainA/00238.png,./datasets/original/C2_TrainDev/trainB/00238.png
./datasets/original/C2_TrainDev/trainA/32125.png,./datasets/original/C2_TrainDev/trainB/32125.png
./datasets/original/C2_TrainDev/trainA/13626.png,./datasets/original/C2_TrainDev/trainB/13626.png
./datasets/original/C2_TrainDev/trainA/26617.png,./datasets/original/C2_TrainDev/trainB/26617.png
./datasets/original/C2_TrainDev/trainA/41524.png,./datasets/original/C2_TrainDev/trainB/41524.png
./datasets/original/C2_TrainDev/trainA/41127.png,./datasets/original/C2_TrainDev/trainB/41127.png
./datasets/original/C2_TrainDev/trainA/37734.png,./datasets/original/C2_TrainDev/trainB/37734.png
./datasets/original/C2_TrainDev/trainA/00375.png,./datasets/original/C2_TrainDev/trainB/00375.png
./datasets/original/C2_TrainDev/trainA/39724.png,./datasets/original/C2_TrainDev/trainB/39724.png
./datasets/original/C2_TrainDev/trainA/11784.png,./datasets/original/C2_TrainDev/trainB/11784.png
./datasets/original/C2_TrainDev/trainA/05964.png,./datasets/original/C2_TrainDev/trainB/05964.png
./datasets/original/C2_TrainDev/trainA/29783.png,./datasets/original/C2_TrainDev/trainB/29783.png
./datasets/original/C2_TrainDev/trainA/15489.png,./datasets/original/C2_TrainDev/trainB/15489.png
./datasets/original/C2_TrainDev/trainA/38098.png,./datasets/original/C2_TrainDev/trainB/38098.png
./datasets/original/C2_TrainDev/trainA/19979.png,./datasets/original/C2_TrainDev/trainB/19979.png
./datasets/original/C2_TrainDev/trainA/24976.png,./datasets/original/C2_TrainDev/trainB/24976.png
./datasets/original/C2_TrainDev/trainA/41367.png,./datasets/original/C2_TrainDev/trainB/41367.png
./datasets/original/C2_TrainDev/trainA/02688.png,./datasets/original/C2_TrainDev/trainB/02688.png
./datasets/original/C2_TrainDev/trainA/14778.png,./datasets/original/C2_TrainDev/trainB/14778.png
./datasets/original/C2_TrainDev/trainA/39261.png,./datasets/original/C2_TrainDev/trainB/39261.png
./datasets/original/C2_TrainDev/trainA/46852.png,./datasets/original/C2_TrainDev/trainB/46852.png
./datasets/original/C2_TrainDev/trainA/17986.png,./datasets/original/C2_TrainDev/trainB/17986.png
./datasets/original/C2_TrainDev/trainA/13588.png,./datasets/original/C2_TrainDev/trainB/13588.png
./datasets/original/C2_TrainDev/trainA/34151.png,./datasets/original/C2_TrainDev/trainB/34151.png
./datasets/original/C2_TrainDev/trainA/15776.png,./datasets/original/C2_TrainDev/trainB/15776.png
./datasets/original/C2_TrainDev/trainA/25350.png,./datasets/original/C2_TrainDev/trainB/25350.png
./datasets/original/C2_TrainDev/trainA/02405.png,./datasets/original/C2_TrainDev/trainB/02405.png
./datasets/original/C2_TrainDev/trainA/04346.png,./datasets/original/C2_TrainDev/trainB/04346.png
./datasets/original/C2_TrainDev/trainA/10654.png,./datasets/original/C2_TrainDev/trainB/10654.png
./datasets/original/C2_TrainDev/trainA/04937.png,./datasets/original/C2_TrainDev/trainB/04937.png
./datasets/original/C2_TrainDev/trainA/31695.png,./datasets/original/C2_TrainDev/trainB/31695.png
./datasets/original/C2_TrainDev/trainA/18059.png,./datasets/original/C2_TrainDev/trainB/18059.png
./datasets/original/C2_TrainDev/trainA/00936.png,./datasets/original/C2_TrainDev/trainB/00936.png
./datasets/original/C2_TrainDev/trainA/30215.png,./datasets/original/C2_TrainDev/trainB/30215.png
./datasets/original/C2_TrainDev/trainA/16020.png,./datasets/original/C2_TrainDev/trainB/16020.png
./datasets/original/C2_TrainDev/trainA/35770.png,./datasets/original/C2_TrainDev/trainB/35770.png
./datasets/original/C2_TrainDev/trainA/48925.png,./datasets/original/C2_TrainDev/trainB/48925.png
./datasets/original/C2_TrainDev/trainA/03241.png,./datasets/original/C2_TrainDev/trainB/03241.png
./datasets/original/C2_TrainDev/trainA/36081.png,./datasets/original/C2_TrainDev/trainB/36081.png
./datasets/original/C2_TrainDev/trainA/14656.png,./datasets/original/C2_TrainDev/trainB/14656.png
./datasets/original/C2_TrainDev/trainA/26960.png,./datasets/original/C2_TrainDev/trainB/26960.png
./datasets/original/C2_TrainDev/trainA/49991.png,./datasets/original/C2_TrainDev/trainB/49991.png
./datasets/original/C2_TrainDev/trainA/43171.png,./datasets/original/C2_TrainDev/trainB/43171.png
./datasets/original/C2_TrainDev/trainA/22931.png,./datasets/original/C2_TrainDev/trainB/22931.png
./datasets/original/C2_TrainDev/trainA/32705.png,./datasets/original/C2_TrainDev/trainB/32705.png
./datasets/original/C2_TrainDev/trainA/07212.png,./datasets/original/C2_TrainDev/trainB/07212.png
./datasets/original/C2_TrainDev/trainA/14894.png,./datasets/original/C2_TrainDev/trainB/14894.png
./datasets/original/C2_TrainDev/trainA/42388.png,./datasets/original/C2_TrainDev/trainB/42388.png
./datasets/original/C2_TrainDev/trainA/31727.png,./datasets/original/C2_TrainDev/trainB/31727.png
./datasets/original/C2_TrainDev/trainA/46082.png,./datasets/original/C2_TrainDev/trainB/46082.png
./datasets/original/C2_TrainDev/trainA/24561.png,./datasets/original/C2_TrainDev/trainB/24561.png
./datasets/original/C2_TrainDev/trainA/46735.png,./datasets/original/C2_TrainDev/trainB/46735.png
./datasets/original/C2_TrainDev/trainA/14138.png,./datasets/original/C2_TrainDev/trainB/14138.png
./datasets/original/C2_TrainDev/trainA/32831.png,./datasets/original/C2_TrainDev/trainB/32831.png
./datasets/original/C2_TrainDev/trainA/30200.png,./datasets/original/C2_TrainDev/trainB/30200.png
./datasets/original/C2_TrainDev/trainA/46887.png,./datasets/original/C2_TrainDev/trainB/46887.png
./datasets/original/C2_TrainDev/trainA/03881.png,./datasets/original/C2_TrainDev/trainB/03881.png
./datasets/original/C2_TrainDev/trainA/18372.png,./datasets/original/C2_TrainDev/trainB/18372.png
./datasets/original/C2_TrainDev/trainA/30313.png,./datasets/original/C2_TrainDev/trainB/30313.png
./datasets/original/C2_TrainDev/trainA/24025.png,./datasets/original/C2_TrainDev/trainB/24025.png
./datasets/original/C2_TrainDev/trainA/43209.png,./datasets/original/C2_TrainDev/trainB/43209.png
./datasets/original/C2_TrainDev/trainA/04426.png,./datasets/original/C2_TrainDev/trainB/04426.png
./datasets/original/C2_TrainDev/trainA/46132.png,./datasets/original/C2_TrainDev/trainB/46132.png
./datasets/original/C2_TrainDev/trainA/18848.png,./datasets/original/C2_TrainDev/trainB/18848.png
./datasets/original/C2_TrainDev/trainA/15735.png,./datasets/original/C2_TrainDev/trainB/15735.png
./datasets/original/C2_TrainDev/trainA/41275.png,./datasets/original/C2_TrainDev/trainB/41275.png
./datasets/original/C2_TrainDev/trainA/17047.png,./datasets/original/C2_TrainDev/trainB/17047.png
./datasets/original/C2_TrainDev/trainA/43702.png,./datasets/original/C2_TrainDev/trainB/43702.png
./datasets/original/C2_TrainDev/trainA/30356.png,./datasets/original/C2_TrainDev/trainB/30356.png
./datasets/original/C2_TrainDev/trainA/46903.png,./datasets/original/C2_TrainDev/trainB/46903.png
./datasets/original/C2_TrainDev/trainA/46961.png,./datasets/original/C2_TrainDev/trainB/46961.png
./datasets/original/C2_TrainDev/trainA/08224.png,./datasets/original/C2_TrainDev/trainB/08224.png
./datasets/original/C2_TrainDev/trainA/31739.png,./datasets/original/C2_TrainDev/trainB/31739.png
./datasets/original/C2_TrainDev/trainA/19880.png,./datasets/original/C2_TrainDev/trainB/19880.png
./datasets/original/C2_TrainDev/trainA/28466.png,./datasets/original/C2_TrainDev/trainB/28466.png
./datasets/original/C2_TrainDev/trainA/29474.png,./datasets/original/C2_TrainDev/trainB/29474.png
./datasets/original/C2_TrainDev/trainA/01754.png,./datasets/original/C2_TrainDev/trainB/01754.png
./datasets/original/C2_TrainDev/trainA/41950.png,./datasets/original/C2_TrainDev/trainB/41950.png
./datasets/original/C2_TrainDev/trainA/40456.png,./datasets/original/C2_TrainDev/trainB/40456.png
./datasets/original/C2_TrainDev/trainA/29425.png,./datasets/original/C2_TrainDev/trainB/29425.png
./datasets/original/C2_TrainDev/trainA/12674.png,./datasets/original/C2_TrainDev/trainB/12674.png
./datasets/original/C2_TrainDev/trainA/17458.png,./datasets/original/C2_TrainDev/trainB/17458.png
./datasets/original/C2_TrainDev/trainA/17992.png,./datasets/original/C2_TrainDev/trainB/17992.png
./datasets/original/C2_TrainDev/trainA/09629.png,./datasets/original/C2_TrainDev/trainB/09629.png
./datasets/original/C2_TrainDev/trainA/44550.png,./datasets/original/C2_TrainDev/trainB/44550.png
./datasets/original/C2_TrainDev/trainA/27839.png,./datasets/original/C2_TrainDev/trainB/27839.png
./datasets/original/C2_TrainDev/trainA/37565.png,./datasets/original/C2_TrainDev/trainB/37565.png
./datasets/original/C2_TrainDev/trainA/38811.png,./datasets/original/C2_TrainDev/trainB/38811.png
./datasets/original/C2_TrainDev/trainA/29044.png,./datasets/original/C2_TrainDev/trainB/29044.png
./datasets/original/C2_TrainDev/trainA/48281.png,./datasets/original/C2_TrainDev/trainB/48281.png
./datasets/original/C2_TrainDev/trainA/42816.png,./datasets/original/C2_TrainDev/trainB/42816.png
./datasets/original/C2_TrainDev/trainA/02836.png,./datasets/original/C2_TrainDev/trainB/02836.png
./datasets/original/C2_TrainDev/trainA/09937.png,./datasets/original/C2_TrainDev/trainB/09937.png
./datasets/original/C2_TrainDev/trainA/13425.png,./datasets/original/C2_TrainDev/trainB/13425.png
./datasets/original/C2_TrainDev/trainA/07666.png,./datasets/original/C2_TrainDev/trainB/07666.png
./datasets/original/C2_TrainDev/trainA/06048.png,./datasets/original/C2_TrainDev/trainB/06048.png
./datasets/original/C2_TrainDev/trainA/30032.png,./datasets/original/C2_TrainDev/trainB/30032.png
./datasets/original/C2_TrainDev/trainA/02603.png,./datasets/original/C2_TrainDev/trainB/02603.png
./datasets/original/C2_TrainDev/trainA/38910.png,./datasets/original/C2_TrainDev/trainB/38910.png
./datasets/original/C2_TrainDev/trainA/20523.png,./datasets/original/C2_TrainDev/trainB/20523.png
./datasets/original/C2_TrainDev/trainA/17025.png,./datasets/original/C2_TrainDev/trainB/17025.png
./datasets/original/C2_TrainDev/trainA/48518.png,./datasets/original/C2_TrainDev/trainB/48518.png
./datasets/original/C2_TrainDev/trainA/33277.png,./datasets/original/C2_TrainDev/trainB/33277.png
./datasets/original/C2_TrainDev/trainA/01010.png,./datasets/original/C2_TrainDev/trainB/01010.png
./datasets/original/C2_TrainDev/trainA/41430.png,./datasets/original/C2_TrainDev/trainB/41430.png
./datasets/original/C2_TrainDev/trainA/01846.png,./datasets/original/C2_TrainDev/trainB/01846.png
./datasets/original/C2_TrainDev/trainA/38172.png,./datasets/original/C2_TrainDev/trainB/38172.png
./datasets/original/C2_TrainDev/trainA/37037.png,./datasets/original/C2_TrainDev/trainB/37037.png
./datasets/original/C2_TrainDev/trainA/12156.png,./datasets/original/C2_TrainDev/trainB/12156.png
./datasets/original/C2_TrainDev/trainA/09495.png,./datasets/original/C2_TrainDev/trainB/09495.png
./datasets/original/C2_TrainDev/trainA/41820.png,./datasets/original/C2_TrainDev/trainB/41820.png
./datasets/original/C2_TrainDev/trainA/00411.png,./datasets/original/C2_TrainDev/trainB/00411.png
./datasets/original/C2_TrainDev/trainA/48724.png,./datasets/original/C2_TrainDev/trainB/48724.png
./datasets/original/C2_TrainDev/trainA/42982.png,./datasets/original/C2_TrainDev/trainB/42982.png
./datasets/original/C2_TrainDev/trainA/08414.png,./datasets/original/C2_TrainDev/trainB/08414.png
./datasets/original/C2_TrainDev/trainA/36651.png,./datasets/original/C2_TrainDev/trainB/36651.png
./datasets/original/C2_TrainDev/trainA/31465.png,./datasets/original/C2_TrainDev/trainB/31465.png
./datasets/original/C2_TrainDev/trainA/24829.png,./datasets/original/C2_TrainDev/trainB/24829.png
./datasets/original/C2_TrainDev/trainA/29903.png,./datasets/original/C2_TrainDev/trainB/29903.png
./datasets/original/C2_TrainDev/trainA/30594.png,./datasets/original/C2_TrainDev/trainB/30594.png
./datasets/original/C2_TrainDev/trainA/30076.png,./datasets/original/C2_TrainDev/trainB/30076.png
./datasets/original/C2_TrainDev/trainA/11466.png,./datasets/original/C2_TrainDev/trainB/11466.png
./datasets/original/C2_TrainDev/trainA/43740.png,./datasets/original/C2_TrainDev/trainB/43740.png
./datasets/original/C2_TrainDev/trainA/22113.png,./datasets/original/C2_TrainDev/trainB/22113.png
./datasets/original/C2_TrainDev/trainA/29533.png,./datasets/original/C2_TrainDev/trainB/29533.png
./datasets/original/C2_TrainDev/trainA/47323.png,./datasets/original/C2_TrainDev/trainB/47323.png
./datasets/original/C2_TrainDev/trainA/37701.png,./datasets/original/C2_TrainDev/trainB/37701.png
./datasets/original/C2_TrainDev/trainA/14214.png,./datasets/original/C2_TrainDev/trainB/14214.png
